gene	disease
uniprotkb:A0A8I5KV65	Cardiomyopathy
uniprotkb:A0A8I5KWT3	Cardiomyopathy
uniprotkb:A0A8I5KVD9	Cardiomyopathy
uniprotkb:Q86TC9	Cardiomyopathy
uniprotkb:A0A8I5KX00	Cardiomyopathy
uniprotkb:A0A8I5KRJ0	Cardiomyopathy
uniprotkb:A0A804CFL5	Cardiomyopathy
uniprotkb:A0A8I5KSE3	Cardiomyopathy
uniprotkb:A0A8I5QKN9	Cardiomyopathy
uniprotkb:A0A8I5KT31	Cardiomyopathy
uniprotkb:A0A8I5QL13	Cardiomyopathy
uniprotkb:A0A8J9ASZ5	Cardiomyopathy
uniprotkb:A0A8I5KV65	Dilated cardiomyopathy
uniprotkb:A0A8I5KWT3	Dilated cardiomyopathy
uniprotkb:A0A8I5KVD9	Dilated cardiomyopathy
uniprotkb:Q86TC9	Dilated cardiomyopathy
uniprotkb:A0A8I5KX00	Dilated cardiomyopathy
uniprotkb:A0A8I5KRJ0	Dilated cardiomyopathy
uniprotkb:A0A804CFL5	Dilated cardiomyopathy
uniprotkb:A0A8I5KSE3	Dilated cardiomyopathy
uniprotkb:A0A8I5QKN9	Dilated cardiomyopathy
uniprotkb:A0A8I5KT31	Dilated cardiomyopathy
uniprotkb:A0A8I5QL13	Dilated cardiomyopathy
uniprotkb:A0A8J9ASZ5	Dilated cardiomyopathy
uniprotkb:A0A8I5KV65	Nemaline myopathy
uniprotkb:A0A8I5KWT3	Nemaline myopathy
uniprotkb:A0A8I5KVD9	Nemaline myopathy
uniprotkb:Q86TC9	Nemaline myopathy
uniprotkb:A0A8I5KX00	Nemaline myopathy
uniprotkb:A0A8I5KRJ0	Nemaline myopathy
uniprotkb:A0A804CFL5	Nemaline myopathy
uniprotkb:A0A8I5KSE3	Nemaline myopathy
uniprotkb:A0A8I5QKN9	Nemaline myopathy
uniprotkb:A0A8I5KT31	Nemaline myopathy
uniprotkb:A0A8I5QL13	Nemaline myopathy
uniprotkb:A0A8J9ASZ5	Nemaline myopathy
uniprotkb:A0A8I5KYQ0	Coloboma
uniprotkb:A0A8I5KZB3	Coloboma
uniprotkb:Q9H2M9	Coloboma
uniprotkb:A0A8I5KWJ9	Coloboma
uniprotkb:A0A8I5QJG4	Coloboma
uniprotkb:A0A8I5KY07	Coloboma
uniprotkb:A0A8I5QJC9	Coloboma
uniprotkb:A0A8I5KSQ5	Coloboma
uniprotkb:A0A8I5KUS2	Coloboma
uniprotkb:F8WDJ2	Coloboma
uniprotkb:A0A8I5KRK1	Coloboma
uniprotkb:A0A8I5KRP1	Coloboma
uniprotkb:A0A8I5KYQ0	Cataract
uniprotkb:A0A8I5KZB3	Cataract
uniprotkb:Q9H2M9	Cataract
uniprotkb:A0A8I5KWJ9	Cataract
uniprotkb:A0A8I5QJG4	Cataract
uniprotkb:A0A8I5KY07	Cataract
uniprotkb:A0A8I5QJC9	Cataract
uniprotkb:A0A8I5KSQ5	Cataract
uniprotkb:A0A8I5KUS2	Cataract
uniprotkb:F8WDJ2	Cataract
uniprotkb:A0A8I5KRK1	Cataract
uniprotkb:A0A8I5KRP1	Cataract
uniprotkb:P37173	Craniosynostosis
uniprotkb:A3QNQ0	Craniosynostosis
uniprotkb:D2JYI1	Craniosynostosis
uniprotkb:P37173	Aortic aneurysm
uniprotkb:A3QNQ0	Aortic aneurysm
uniprotkb:D2JYI1	Aortic aneurysm
uniprotkb:P37173	Lynch syndrome
uniprotkb:A3QNQ0	Lynch syndrome
uniprotkb:D2JYI1	Lynch syndrome
uniprotkb:D6RAY8	Palmoplantar keratosis
uniprotkb:Q9H4L7	Palmoplantar keratosis
uniprotkb:F8W9M2	Palmoplantar keratosis
uniprotkb:H0YAN0	Neurodegenerative disease
uniprotkb:A0A0B4J1X2	Neurodegenerative disease
uniprotkb:O43497	Neurodegenerative disease
uniprotkb:I3L2W8	Neurodegenerative disease
uniprotkb:H0YAN0	Autosomal dominant cerebellar ataxia
uniprotkb:A0A0B4J1X2	Autosomal dominant cerebellar ataxia
uniprotkb:O43497	Autosomal dominant cerebellar ataxia
uniprotkb:I3L2W8	Autosomal dominant cerebellar ataxia
uniprotkb:A0A0G2JH35	Epilepsy
uniprotkb:Q4VXP6	Epilepsy
uniprotkb:O43526	Epilepsy
uniprotkb:A0A0D9SFE0	Epilepsy
uniprotkb:Q53Y30	Epilepsy
uniprotkb:A0A0D9SGD4	Epilepsy
uniprotkb:A0A0D9SF10	Epilepsy
uniprotkb:A0A0D9SEV1	Epilepsy
uniprotkb:A0A1B0GW14	Epilepsy
uniprotkb:A0A0G2JS89	Epilepsy
uniprotkb:A0A0D9SG49	Epilepsy
uniprotkb:A0A0G2JSD3	Epilepsy
uniprotkb:A0A286YEV8	Epilepsy
uniprotkb:A0A286YFE2	Epilepsy
uniprotkb:A0A286YFB6	Epilepsy
uniprotkb:A0A286YF35	Epilepsy
uniprotkb:A0A286YF62	Epilepsy
uniprotkb:D6RC26	Epilepsy
uniprotkb:A0A286YFJ0	Epilepsy
uniprotkb:A0A286YFN2	Epilepsy
uniprotkb:A0A286YEY0	Epilepsy
uniprotkb:A0A286YEV5	Epilepsy
uniprotkb:D6RFZ7	Epilepsy
uniprotkb:A0A286YEN5	Epilepsy
uniprotkb:A0A286YFK3	Epilepsy
uniprotkb:A0A286YEW4	Epilepsy
uniprotkb:A0A286YF19	Epilepsy
uniprotkb:A0A286YEQ7	Epilepsy
uniprotkb:D6RBH2	Epilepsy
uniprotkb:A0A286YF97	Epilepsy
uniprotkb:A0A286YFM6	Epilepsy
uniprotkb:P53779	Epilepsy
uniprotkb:A0A286YFA7	Epilepsy
uniprotkb:A0A286YES9	Epilepsy
uniprotkb:A0A286YEY2	Epilepsy
uniprotkb:A0A286YES8	Epilepsy
uniprotkb:A0A1P0B7D2	Epilepsy
uniprotkb:A0A1W2PQ03	Epilepsy
uniprotkb:A0A286YFA6	Epilepsy
uniprotkb:A0A286YF02	Epilepsy
uniprotkb:A0A286YEX7	Epilepsy
uniprotkb:A8MPV1	Epilepsy
uniprotkb:A0A286YES0	Epilepsy
uniprotkb:A0A1W2PPM4	Epilepsy
uniprotkb:A0A286YEQ0	Epilepsy
uniprotkb:A0A286YFB7	Epilepsy
uniprotkb:D6RJF9	Epilepsy
uniprotkb:A0A1W2PQX4	Epilepsy
uniprotkb:A0A1W2PPW1	Epilepsy
uniprotkb:D6RCB1	Epilepsy
uniprotkb:A0A1W2PRF2	Epilepsy
uniprotkb:A0A286YFE9	Epilepsy
uniprotkb:A0A286YFC3	Epilepsy
uniprotkb:A0A286YF80	Epilepsy
uniprotkb:A0A286YFC0	Epilepsy
uniprotkb:D6RAU3	Epilepsy
uniprotkb:A0A286YFA3	Epilepsy
uniprotkb:D6RDG1	Epilepsy
uniprotkb:D6R9C1	Epilepsy
uniprotkb:F8W9R5	Epilepsy
uniprotkb:A0A1W2PRZ2	Epilepsy
uniprotkb:A0A286YEV3	Epilepsy
uniprotkb:A0A286YFD7	Epilepsy
uniprotkb:A0A286YF85	Epilepsy
uniprotkb:A0A286YFJ4	Epilepsy
uniprotkb:A0A286YF95	Epilepsy
uniprotkb:D6RFX8	Epilepsy
uniprotkb:A0A286YFI3	Epilepsy
uniprotkb:A0A286YF83	Epilepsy
uniprotkb:A0A286YEW9	Epilepsy
uniprotkb:A0A286YFJ6	Epilepsy
uniprotkb:D6RAJ0	Epilepsy
uniprotkb:A0A286YFH4	Epilepsy
uniprotkb:A0A286YF53	Epilepsy
uniprotkb:P12956	Systemic lupus erythematosus
uniprotkb:A0A024R1N4	Systemic lupus erythematosus
uniprotkb:B1AHC9	Systemic lupus erythematosus
uniprotkb:O43543	Fanconi anemia
uniprotkb:A0A8V8TMB7	Fanconi anemia
uniprotkb:O43543	Breast cancer
uniprotkb:A0A8V8TMB7	Breast cancer
uniprotkb:O43543	Primary ovarian insufficiency
uniprotkb:A0A8V8TMB7	Primary ovarian insufficiency
uniprotkb:H0YDI2	Cancer
uniprotkb:A0A8Q3SHZ4	Cancer
uniprotkb:H0YED3	Cancer
uniprotkb:B7ZAV2	Cancer
uniprotkb:P35658	Cancer
uniprotkb:A0A494C104	Cancer
uniprotkb:E9PS86	Cancer
uniprotkb:A0A494C1F2	Cancer
uniprotkb:A0A494C0J0	Cancer
uniprotkb:E9PKD2	Cancer
uniprotkb:H0YF36	Cancer
uniprotkb:A0A8Q3WLX1	Cancer
uniprotkb:O60258	Klinefelter syndrome
uniprotkb:O60258	Kallmann syndrome
uniprotkb:O60258	Kallmann syndrome
uniprotkb:A0A0S2Z494	Retinitis pigmentosa
uniprotkb:A0A494C1A1	Retinitis pigmentosa
uniprotkb:A0A494C1U1	Retinitis pigmentosa
uniprotkb:P47804	Retinitis pigmentosa
uniprotkb:A0A494C063	Retinitis pigmentosa
uniprotkb:A0A0S2Z498	Retinitis pigmentosa
uniprotkb:A0A494C1G9	Retinitis pigmentosa
uniprotkb:A0A494BZT6	Retinitis pigmentosa
uniprotkb:A0A494C170	Retinitis pigmentosa
uniprotkb:A0A494C187	Retinitis pigmentosa
uniprotkb:A0A494C1E7	Retinitis pigmentosa
uniprotkb:A0A0S2Z494	Retinitis pigmentosa
uniprotkb:A0A494C1A1	Retinitis pigmentosa
uniprotkb:A0A494C1U1	Retinitis pigmentosa
uniprotkb:P47804	Retinitis pigmentosa
uniprotkb:A0A494C063	Retinitis pigmentosa
uniprotkb:A0A0S2Z498	Retinitis pigmentosa
uniprotkb:A0A494C1G9	Retinitis pigmentosa
uniprotkb:A0A494BZT6	Retinitis pigmentosa
uniprotkb:A0A494C170	Retinitis pigmentosa
uniprotkb:A0A494C187	Retinitis pigmentosa
uniprotkb:A0A494C1E7	Retinitis pigmentosa
uniprotkb:F5H2W4	Aortic aneurysm
uniprotkb:H0YGS3	Aortic aneurysm
uniprotkb:F5GYX4	Aortic aneurysm
uniprotkb:Q13361	Aortic aneurysm
uniprotkb:B3KW70	Aortic aneurysm
uniprotkb:F5H1C0	Aortic aneurysm
uniprotkb:F5H7Z2	Aortic aneurysm
uniprotkb:F5H413	Aortic aneurysm
uniprotkb:O15040	Neurodegenerative disease
uniprotkb:O15040	Hereditary spastic paraplegia
uniprotkb:O15040	Neuropathy
uniprotkb:K7EIZ6	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2YQA8	Charcot-Marie-Tooth disease
uniprotkb:K7ENQ6	Charcot-Marie-Tooth disease
uniprotkb:K7ERQ1	Charcot-Marie-Tooth disease
uniprotkb:P26358	Charcot-Marie-Tooth disease
uniprotkb:K7EMU8	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2YQQ0	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2V2G5	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2V5F1	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2V311	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2V3F8	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2V490	Charcot-Marie-Tooth disease
uniprotkb:K7ELB1	Charcot-Marie-Tooth disease
uniprotkb:K7EKC3	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2V5F6	Charcot-Marie-Tooth disease
uniprotkb:A0A7I2V5D0	Charcot-Marie-Tooth disease
uniprotkb:K7EJL0	Charcot-Marie-Tooth disease
uniprotkb:K7EIZ6	Neuropathy
uniprotkb:A0A7I2YQA8	Neuropathy
uniprotkb:K7ENQ6	Neuropathy
uniprotkb:K7ERQ1	Neuropathy
uniprotkb:P26358	Neuropathy
uniprotkb:K7EMU8	Neuropathy
uniprotkb:A0A7I2YQQ0	Neuropathy
uniprotkb:A0A7I2V2G5	Neuropathy
uniprotkb:A0A7I2V5F1	Neuropathy
uniprotkb:A0A7I2V311	Neuropathy
uniprotkb:A0A7I2V3F8	Neuropathy
uniprotkb:A0A7I2V490	Neuropathy
uniprotkb:K7ELB1	Neuropathy
uniprotkb:K7EKC3	Neuropathy
uniprotkb:A0A7I2V5F6	Neuropathy
uniprotkb:A0A7I2V5D0	Neuropathy
uniprotkb:K7EJL0	Neuropathy
uniprotkb:A0A024RD32	Migraine
uniprotkb:O95279	Migraine
uniprotkb:O95613	Prostate cancer
uniprotkb:A0A8Q3SHZ3	Prostate cancer
uniprotkb:A0A8V8TQ91	Prostate cancer
uniprotkb:A0A8V8TQT6	Prostate cancer
uniprotkb:A0A8Q3SI04	Prostate cancer
uniprotkb:A0A8Q3SHV6	Prostate cancer
uniprotkb:A0A8Q3SHY5	Prostate cancer
uniprotkb:O00189	Neurodegenerative disease
uniprotkb:C9JMG3	Neurodegenerative disease
uniprotkb:F8WCR6	Neurodegenerative disease
uniprotkb:C9IZL5	Neurodegenerative disease
uniprotkb:C9JC87	Neurodegenerative disease
uniprotkb:F8WCC5	Neurodegenerative disease
uniprotkb:F8WDR3	Neurodegenerative disease
uniprotkb:C9JWL4	Neurodegenerative disease
uniprotkb:H7BZV3	Neurodegenerative disease
uniprotkb:O00189	Hereditary spastic paraplegia
uniprotkb:C9JMG3	Hereditary spastic paraplegia
uniprotkb:F8WCR6	Hereditary spastic paraplegia
uniprotkb:C9IZL5	Hereditary spastic paraplegia
uniprotkb:C9JC87	Hereditary spastic paraplegia
uniprotkb:F8WCC5	Hereditary spastic paraplegia
uniprotkb:F8WDR3	Hereditary spastic paraplegia
uniprotkb:C9JWL4	Hereditary spastic paraplegia
uniprotkb:H7BZV3	Hereditary spastic paraplegia
uniprotkb:P08217	Diabetes mellitus
uniprotkb:P08217	Obesity
uniprotkb:P78545	Urinary bladder cancer
uniprotkb:A0A024R974	Urinary bladder cancer
uniprotkb:Q5SR36	Urinary bladder cancer
uniprotkb:B8ZZZ0	Leigh disease
uniprotkb:Q6NVY1	Leigh disease
uniprotkb:H7C1A5	Leigh disease
uniprotkb:F8W8A6	Leigh disease
uniprotkb:B9A058	Leigh disease
uniprotkb:Q15043	Neurodegenerative disease
uniprotkb:E5RFT1	Neurodegenerative disease
uniprotkb:E5RJ40	Neurodegenerative disease
uniprotkb:E5RGA7	Neurodegenerative disease
uniprotkb:A0A0S2Z534	Neurodegenerative disease
uniprotkb:E5RFF5	Neurodegenerative disease
uniprotkb:E5RIP4	Neurodegenerative disease
uniprotkb:E5RJG5	Neurodegenerative disease
uniprotkb:E5RFZ8	Neurodegenerative disease
uniprotkb:Q15043	Parkinson's disease
uniprotkb:E5RFT1	Parkinson's disease
uniprotkb:E5RJ40	Parkinson's disease
uniprotkb:E5RGA7	Parkinson's disease
uniprotkb:A0A0S2Z534	Parkinson's disease
uniprotkb:E5RFF5	Parkinson's disease
uniprotkb:E5RIP4	Parkinson's disease
uniprotkb:E5RJG5	Parkinson's disease
uniprotkb:E5RFZ8	Parkinson's disease
uniprotkb:Q15043	Dystonia
uniprotkb:E5RFT1	Dystonia
uniprotkb:E5RJ40	Dystonia
uniprotkb:E5RGA7	Dystonia
uniprotkb:A0A0S2Z534	Dystonia
uniprotkb:E5RFF5	Dystonia
uniprotkb:E5RIP4	Dystonia
uniprotkb:E5RJG5	Dystonia
uniprotkb:E5RFZ8	Dystonia
uniprotkb:Q86SJ6	Hypotrichosis
uniprotkb:E9PMK2	Juvenile rheumatoid arthritis
uniprotkb:A0A0A0MTE6	Juvenile rheumatoid arthritis
uniprotkb:A0A0B4J1S7	Juvenile rheumatoid arthritis
uniprotkb:E9PM87	Juvenile rheumatoid arthritis
uniprotkb:E9PMT0	Juvenile rheumatoid arthritis
uniprotkb:F5H2S8	Juvenile rheumatoid arthritis
uniprotkb:A0A0A0MTD9	Juvenile rheumatoid arthritis
uniprotkb:E9PMK2	Rheumatoid arthritis
uniprotkb:A0A0A0MTE6	Rheumatoid arthritis
uniprotkb:A0A0B4J1S7	Rheumatoid arthritis
uniprotkb:E9PM87	Rheumatoid arthritis
uniprotkb:E9PMT0	Rheumatoid arthritis
uniprotkb:F5H2S8	Rheumatoid arthritis
uniprotkb:A0A0A0MTD9	Rheumatoid arthritis
uniprotkb:E9PMK2	Systemic lupus erythematosus
uniprotkb:A0A0A0MTE6	Systemic lupus erythematosus
uniprotkb:A0A0B4J1S7	Systemic lupus erythematosus
uniprotkb:E9PM87	Systemic lupus erythematosus
uniprotkb:E9PMT0	Systemic lupus erythematosus
uniprotkb:F5H2S8	Systemic lupus erythematosus
uniprotkb:A0A0A0MTD9	Systemic lupus erythematosus
uniprotkb:E9PMK2	Diabetes mellitus
uniprotkb:A0A0A0MTE6	Diabetes mellitus
uniprotkb:A0A0B4J1S7	Diabetes mellitus
uniprotkb:E9PM87	Diabetes mellitus
uniprotkb:E9PMT0	Diabetes mellitus
uniprotkb:F5H2S8	Diabetes mellitus
uniprotkb:A0A0A0MTD9	Diabetes mellitus
uniprotkb:E9PMK2	Type 1 diabetes mellitus
uniprotkb:A0A0A0MTE6	Type 1 diabetes mellitus
uniprotkb:A0A0B4J1S7	Type 1 diabetes mellitus
uniprotkb:E9PM87	Type 1 diabetes mellitus
uniprotkb:E9PMT0	Type 1 diabetes mellitus
uniprotkb:F5H2S8	Type 1 diabetes mellitus
uniprotkb:A0A0A0MTD9	Type 1 diabetes mellitus
uniprotkb:E9PMK2	Alopecia areata
uniprotkb:A0A0A0MTE6	Alopecia areata
uniprotkb:A0A0B4J1S7	Alopecia areata
uniprotkb:E9PM87	Alopecia areata
uniprotkb:E9PMT0	Alopecia areata
uniprotkb:F5H2S8	Alopecia areata
uniprotkb:A0A0A0MTD9	Alopecia areata
uniprotkb:H0Y4W2	Nonsyndromic deafness
uniprotkb:Q9Y4A5	Nonsyndromic deafness
uniprotkb:F2Z2U4	Nonsyndromic deafness
uniprotkb:A0A2R8YFJ4	Nonsyndromic deafness
uniprotkb:C9K0N1	Nonsyndromic deafness
uniprotkb:Q9NQ38	Hypotrichosis
uniprotkb:E5RFU9	Hypotrichosis
uniprotkb:E5RG22	Hypotrichosis
uniprotkb:E7EWP9	Hypotrichosis
uniprotkb:A0A3B3IPE9	Retinitis pigmentosa
uniprotkb:Q6ZSZ5	Retinitis pigmentosa
uniprotkb:A0A804CAZ4	Retinitis pigmentosa
uniprotkb:A0A5F9ZHI8	Retinitis pigmentosa
uniprotkb:C9JMN4	Cancer
uniprotkb:Q92520	Cancer
uniprotkb:C9JP35	Cancer
uniprotkb:Q5Y7D1	Idiopathic pulmonary fibrosis
uniprotkb:X5DNQ0	Idiopathic pulmonary fibrosis
uniprotkb:D7RIG5	Idiopathic pulmonary fibrosis
uniprotkb:P01911	Idiopathic pulmonary fibrosis
uniprotkb:A2BFX2	Idiopathic pulmonary fibrosis
uniprotkb:D7RIH8	Idiopathic pulmonary fibrosis
uniprotkb:A0A8Q3WLF4	Idiopathic pulmonary fibrosis
uniprotkb:A0A5S8K7D1	Idiopathic pulmonary fibrosis
uniprotkb:Q5Y7D1	Juvenile rheumatoid arthritis
uniprotkb:X5DNQ0	Juvenile rheumatoid arthritis
uniprotkb:D7RIG5	Juvenile rheumatoid arthritis
uniprotkb:P01911	Juvenile rheumatoid arthritis
uniprotkb:A2BFX2	Juvenile rheumatoid arthritis
uniprotkb:D7RIH8	Juvenile rheumatoid arthritis
uniprotkb:A0A8Q3WLF4	Juvenile rheumatoid arthritis
uniprotkb:A0A5S8K7D1	Juvenile rheumatoid arthritis
uniprotkb:Q5Y7D1	Rheumatoid arthritis
uniprotkb:X5DNQ0	Rheumatoid arthritis
uniprotkb:D7RIG5	Rheumatoid arthritis
uniprotkb:P01911	Rheumatoid arthritis
uniprotkb:A2BFX2	Rheumatoid arthritis
uniprotkb:D7RIH8	Rheumatoid arthritis
uniprotkb:A0A8Q3WLF4	Rheumatoid arthritis
uniprotkb:A0A5S8K7D1	Rheumatoid arthritis
uniprotkb:Q5Y7D1	Crohn's disease
uniprotkb:X5DNQ0	Crohn's disease
uniprotkb:D7RIG5	Crohn's disease
uniprotkb:P01911	Crohn's disease
uniprotkb:A2BFX2	Crohn's disease
uniprotkb:D7RIH8	Crohn's disease
uniprotkb:A0A8Q3WLF4	Crohn's disease
uniprotkb:A0A5S8K7D1	Crohn's disease
uniprotkb:Q5Y7D1	Type 1 diabetes mellitus
uniprotkb:X5DNQ0	Type 1 diabetes mellitus
uniprotkb:D7RIG5	Type 1 diabetes mellitus
uniprotkb:P01911	Type 1 diabetes mellitus
uniprotkb:A2BFX2	Type 1 diabetes mellitus
uniprotkb:D7RIH8	Type 1 diabetes mellitus
uniprotkb:A0A8Q3WLF4	Type 1 diabetes mellitus
uniprotkb:A0A5S8K7D1	Type 1 diabetes mellitus
uniprotkb:Q5Y7D1	Alopecia areata
uniprotkb:X5DNQ0	Alopecia areata
uniprotkb:D7RIG5	Alopecia areata
uniprotkb:P01911	Alopecia areata
uniprotkb:A2BFX2	Alopecia areata
uniprotkb:D7RIH8	Alopecia areata
uniprotkb:A0A8Q3WLF4	Alopecia areata
uniprotkb:A0A5S8K7D1	Alopecia areata
uniprotkb:E9PI64	Retinitis pigmentosa
uniprotkb:A0A8V8TR89	Retinitis pigmentosa
uniprotkb:A0A8V8TQ96	Retinitis pigmentosa
uniprotkb:Q86SQ9	Retinitis pigmentosa
uniprotkb:Q5T0A2	Retinitis pigmentosa
uniprotkb:A0A8V8TRI4	Retinitis pigmentosa
uniprotkb:Q5T0A1	Retinitis pigmentosa
uniprotkb:Q5T0A0	Retinitis pigmentosa
uniprotkb:A0A8V8TQS0	Retinitis pigmentosa
uniprotkb:A0A8V8TQQ9	Retinitis pigmentosa
uniprotkb:E9PRS7	Retinitis pigmentosa
uniprotkb:A0A8V8TQU2	Retinitis pigmentosa
uniprotkb:E9PI09	Retinitis pigmentosa
uniprotkb:E9PL99	Retinitis pigmentosa
uniprotkb:E9PKJ5	Retinitis pigmentosa
uniprotkb:E9PSH7	Retinitis pigmentosa
uniprotkb:Q5T0A3	Retinitis pigmentosa
uniprotkb:A0A8V8TQ81	Retinitis pigmentosa
uniprotkb:E9PR24	Retinitis pigmentosa
uniprotkb:Q5T0A6	Retinitis pigmentosa
uniprotkb:E9PI64	Epilepsy
uniprotkb:A0A8V8TR89	Epilepsy
uniprotkb:A0A8V8TQ96	Epilepsy
uniprotkb:Q86SQ9	Epilepsy
uniprotkb:Q5T0A2	Epilepsy
uniprotkb:A0A8V8TRI4	Epilepsy
uniprotkb:Q5T0A1	Epilepsy
uniprotkb:Q5T0A0	Epilepsy
uniprotkb:A0A8V8TQS0	Epilepsy
uniprotkb:A0A8V8TQQ9	Epilepsy
uniprotkb:E9PRS7	Epilepsy
uniprotkb:A0A8V8TQU2	Epilepsy
uniprotkb:E9PI09	Epilepsy
uniprotkb:E9PL99	Epilepsy
uniprotkb:E9PKJ5	Epilepsy
uniprotkb:E9PSH7	Epilepsy
uniprotkb:Q5T0A3	Epilepsy
uniprotkb:A0A8V8TQ81	Epilepsy
uniprotkb:E9PR24	Epilepsy
uniprotkb:Q5T0A6	Epilepsy
uniprotkb:A0A090N8Y0	Leigh disease
uniprotkb:Q6ZQX6	Leigh disease
uniprotkb:Q9H3S4	Leigh disease
uniprotkb:F8WCM7	Leigh disease
uniprotkb:F8VRJ6	Leigh disease
uniprotkb:F8VPB3	Leigh disease
uniprotkb:F8VVJ1	Leigh disease
uniprotkb:F5GZG6	Leigh disease
uniprotkb:C9JQG9	Retinitis pigmentosa
uniprotkb:C9JHM6	Retinitis pigmentosa
uniprotkb:Q8NDL9	Retinitis pigmentosa
uniprotkb:C9JCE1	Retinitis pigmentosa
uniprotkb:C9JTY1	Retinitis pigmentosa
uniprotkb:H7C1L5	Retinitis pigmentosa
uniprotkb:Q9NZ71	Idiopathic pulmonary fibrosis
uniprotkb:X6R5I7	Idiopathic pulmonary fibrosis
uniprotkb:A0A8V8TLB5	Idiopathic pulmonary fibrosis
uniprotkb:A0A0C4DGC7	Idiopathic pulmonary fibrosis
uniprotkb:A0A2R8YD56	Idiopathic pulmonary fibrosis
uniprotkb:A0A2R8Y7H5	Idiopathic pulmonary fibrosis
uniprotkb:Q9NZ71	Dyskeratosis congenita
uniprotkb:X6R5I7	Dyskeratosis congenita
uniprotkb:A0A8V8TLB5	Dyskeratosis congenita
uniprotkb:A0A0C4DGC7	Dyskeratosis congenita
uniprotkb:A0A2R8YD56	Dyskeratosis congenita
uniprotkb:A0A2R8Y7H5	Dyskeratosis congenita
uniprotkb:Q9NZ71	Dyskeratosis congenita
uniprotkb:X6R5I7	Dyskeratosis congenita
uniprotkb:A0A8V8TLB5	Dyskeratosis congenita
uniprotkb:A0A0C4DGC7	Dyskeratosis congenita
uniprotkb:A0A2R8YD56	Dyskeratosis congenita
uniprotkb:A0A2R8Y7H5	Dyskeratosis congenita
uniprotkb:A0A590UJP9	Cancer
uniprotkb:A0A0C4DG47	Cancer
uniprotkb:A0A590UJR2	Cancer
uniprotkb:P15036	Cancer
uniprotkb:C9JAG2	Cancer
uniprotkb:Q8TAF8	Nonsyndromic deafness
uniprotkb:A0A494C136	Nonsyndromic deafness
uniprotkb:A0A494BZZ7	Nonsyndromic deafness
uniprotkb:Q8TAF8	Nonsyndromic deafness
uniprotkb:A0A494C136	Nonsyndromic deafness
uniprotkb:A0A494BZZ7	Nonsyndromic deafness
uniprotkb:A0A1B0GTN7	Neurodegenerative disease
uniprotkb:I3L2V5	Neurodegenerative disease
uniprotkb:A0A384DVW2	Neurodegenerative disease
uniprotkb:K7EQ95	Neurodegenerative disease
uniprotkb:O00555	Neurodegenerative disease
uniprotkb:K7EKF7	Neurodegenerative disease
uniprotkb:A0A1C7CYY9	Neurodegenerative disease
uniprotkb:B5TYJ1	Neurodegenerative disease
uniprotkb:A0A1B0GU74	Neurodegenerative disease
uniprotkb:A0A1B0GUP3	Neurodegenerative disease
uniprotkb:K7EIF8	Neurodegenerative disease
uniprotkb:A0A1B0GUS3	Neurodegenerative disease
uniprotkb:A0A087WW63	Neurodegenerative disease
uniprotkb:A0A1B0GU81	Neurodegenerative disease
uniprotkb:A0A1B0GUM7	Neurodegenerative disease
uniprotkb:A0A1B0GTG6	Neurodegenerative disease
uniprotkb:A0A1B0GVX1	Neurodegenerative disease
uniprotkb:A0A1B0GTI4	Neurodegenerative disease
uniprotkb:A0A590UJK2	Neurodegenerative disease
uniprotkb:A0A1B0GTW2	Neurodegenerative disease
uniprotkb:A0A1B0GTN7	Autosomal dominant cerebellar ataxia
uniprotkb:I3L2V5	Autosomal dominant cerebellar ataxia
uniprotkb:A0A384DVW2	Autosomal dominant cerebellar ataxia
uniprotkb:K7EQ95	Autosomal dominant cerebellar ataxia
uniprotkb:O00555	Autosomal dominant cerebellar ataxia
uniprotkb:K7EKF7	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1C7CYY9	Autosomal dominant cerebellar ataxia
uniprotkb:B5TYJ1	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GU74	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GUP3	Autosomal dominant cerebellar ataxia
uniprotkb:K7EIF8	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GUS3	Autosomal dominant cerebellar ataxia
uniprotkb:A0A087WW63	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GU81	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GUM7	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GTG6	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GVX1	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GTI4	Autosomal dominant cerebellar ataxia
uniprotkb:A0A590UJK2	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GTW2	Autosomal dominant cerebellar ataxia
uniprotkb:A0A1B0GTN7	Epilepsy
uniprotkb:I3L2V5	Epilepsy
uniprotkb:A0A384DVW2	Epilepsy
uniprotkb:K7EQ95	Epilepsy
